StateAbbrev,NCESDistrictID,DistrictName,Online_months
GA,1301020,Savannah-Chatham County,10
GA,1301050,Chattahoochee County,6
GA,1301080,Chattooga County,5
GA,1301110,Cherokee County,1
GA,1301140,Chickamauga City,0
GA,1301170,Clarke County,5
GA,1301200,Clay County,7
GA,1301230,Clayton County,10
GA,1301260,Clinch County,1
GA,1301290,Cobb County,10
GA,1301350,Coffee County,2
GA,1301380,Colquitt County,1
GA,1301410,Columbia County,0
GA,1301440,Commerce City,0
GA,1301470,Cook County,2
GA,1301500,Coweta County,3
GA,1301530,Crawford County,1
GA,1301560,Crisp County,1
GA,1301590,Dade County,0
GA,1301620,Dalton Public Schools,0
GA,1301650,Dawson County,0
GA,1301680,City Schools of Decatur,10
GA,1301710,Decatur County,1
GA,1301740,DeKalb County,10
GA,1301770,Dodge County,8
GA,1301800,Dooly County,7
GA,1301830,Dougherty County,10
GA,1301860,Douglas County,10
GA,1301870,Dublin City,10
GA,1301890,Laurens County,0
GA,1301920,Early County,10
GA,1301950,Echols County,0
GA,1301980,Effingham County,0
GA,1302010,Elbert County,2
GA,1302040,Emanuel County,0
GA,1302070,Evans County,2
GA,1302100,Fannin County,0
GA,1302130,Fayette County,2
GA,1302190,Floyd County,0
GA,1302220,Forsyth County,0
GA,1302250,Franklin County,0
GA,1302280,Fulton County,8
GA,1302310,Gainesville City,3
GA,1302340,Gilmer County,0
GA,1302370,Glascock County,0
GA,1302400,Glynn County,0
GA,1302430,Gordon County,0
GA,1302460,Grady County,0
GA,1302490,Greene County,9
GA,1302520,Griffin-Spalding County,6
GA,1302550,Gwinnett County,8
GA,1302580,Habersham County,0
GA,1302610,Hall County,1
GA,1302640,Hancock County,10
GA,1302670,Haralson County,1
GA,1302700,Harris County,0
GA,1302730,Hart County,1
GA,1302790,Heard County,0
GA,1302820,Henry County,10
GA,1302880,Houston County,0
GA,1302910,Irwin County,4
GA,1302940,Jackson County,2
GA,1302970,Jasper County,0
GA,1303000,Jeff Davis County,0
GA,1303030,Jefferson City,0
GA,1303060,Jefferson County,10
GA,1303090,Jenkins County,1
GA,1303120,Johnson County,2
GA,1303150,Jones County,0
GA,1303210,Lamar County,10
GA,1303240,Lanier County,0
GA,1303270,Lee County,3
GA,1303300,Liberty County,7
GA,1303330,Lincoln County,1
GA,1303360,Long County,1
GA,1303390,Lowndes County,0
GA,1303420,Lumpkin County,1
GA,1303450,Macon County,5
GA,1303480,Madison County,3
GA,1303510,Marietta City,3
GA,1303540,Marion County,6
GA,1303570,McDuffie County,10
GA,1303600,McIntosh County,0
GA,1303630,Meriwether County,4
GA,1303660,Miller County,0
GA,1303690,Mitchell County,1
GA,1303720,Monroe County,4
GA,1303750,Montgomery County,0
GA,1303780,Morgan County,0
GA,1303840,Murray County,2
GA,1303870,Muscogee County,10
GA,1303930,Newton County,7
GA,1303960,Oconee County,0
GA,1303990,Oglethorpe County,0
GA,1304020,Paulding County,0
GA,1304050,Peach County,5
GA,1304080,Pelham City,10
GA,1304110,Pickens County,3
GA,1304140,Pierce County,0
GA,1304170,Pike County,0
GA,1304200,Polk County,1
GA,1304220,Pulaski County,7
GA,1304260,Putnam County,0
GA,1304290,Quitman County,10
GA,1304320,Rabun County,0
GA,1304350,Randolph County,10
GA,1304380,Richmond County,7
GA,1304410,Rockdale County,10
GA,1304440,Rome City,4
GA,1304470,Schley County,3
GA,1304500,Screven County,0
GA,1304530,Seminole County,3
GA,1304540,Social Circle City,1
GA,1304560,Stephens County,0
GA,1304590,Stewart County,6
GA,1304620,Sumter County,10
GA,1304650,Talbot County,3
GA,1304680,Taliaferro County,10
GA,1304770,Tattnall County,1
GA,1304800,Taylor County,0
GA,1304830,Telfair County,2
GA,1304860,Terrell County,9
GA,1304890,Thomas County,0
GA,1304950,Thomasville City,0
GA,1304980,Tift County,2
GA,1305040,Toombs County,0
GA,1305070,Towns County,0
GA,1305100,Treutlen County,0
GA,1305130,Trion City,0
GA,1305190,Turner County,4
GA,1305220,Twiggs County,6
GA,1305250,Union County,10
GA,1305280,Thomaston-Upson County,0
GA,1305310,Valdosta City,0
GA,1305340,Vidalia City,1
GA,1305370,Walker County,0
GA,1305390,Walton County,0
GA,1305430,Ware County,0
GA,1305460,Warren County,10
GA,1305490,Washington County,0
GA,1305550,Wayne County,0
GA,1305580,Webster County,1
GA,1305640,Wheeler County,5
GA,1305670,White County,0
GA,1305700,Whitfield County,0
GA,1305730,Wilcox County,10
GA,1305760,Wilkes County,10
GA,1305790,Wilkinson County,10
GA,1305850,Worth County,3
HI,1500030,Hawaii Department of Education,10
ID,1600001,West Bonner County District,0
ID,1600002,Lake Pend Oreille School District,0
ID,1600003,Victory Charter School Inc.,0
ID,1600006,Rolling Hills Public Charter School Inc.,2
ID,1600007,Compass Public Charter School Inc.,6
ID,1600008,Falcon Ridge Public Charter School Inc.,0
ID,1600009,Troy School District,0
ID,1600010,Whitepine Joint School District,0
ID,1600012,Liberty Charter School Inc.,0
ID,1600014,The Academy Inc.,5
ID,1600015,Taylors Crossing Public Charter School Inc.,0
ID,1600030,Aberdeen District,0
ID,1600060,American Falls Joint District,6
ID,1600090,Arbon Elementary District,0
ID,1600138,Salmon River Joint School District,0
ID,1600139,Mountain View School District,0
ID,1600140,Xavier Charter School Inc.,0
ID,1600141,Vision Charter School Inc.,10
ID,1600142,White Pine Charter School Inc.,9
ID,1600143,North Valley Academy Inc.,2
ID,1600145,Idaho Science And Technology Charter School Inc.,0
ID,1600150,Avery Elementary District,0
ID,1600151,Palouse Prairie Educational Organization Inc.,7
ID,1600153,Blackfoot Charter Community Learning Center Inc.,0
ID,1600154,Monticello Montessori Charter School Inc.,0
ID,1600156,The Sage International School of Boise A Public Charter Sch,6
ID,1600157,The Village Charter School Inc.,6
ID,1600158,Legacy Public Charter School Inc.,0
ID,1600159,Heritage Academy Inc.,0
ID,1600160,North Idaho Stem Charter Academy Inc.,0
ID,1600161,Heritage Community Charter School Inc.,3
ID,1600162,American Heritage Charter School Inc.,0
ID,1600163,Chief Tahgee Elementary Academy Inc.,0
ID,1600165,Sandpoint Charter School Inc.,6
ID,1600166,Syringa Mountain School Inc.,0
ID,1600169,Idaho Stem Academy Inc.,0
ID,1600170,Upper Carmen Public Charter School Inc.,0
ID,1600173,Coeur DAlene Charter Academy Inc.,5
ID,1600174,North Star Charter School Inc.,11
ID,1600175,Forrester Academy Inc.,7
ID,1600176,The Pocatello Community Charter School Inc.,5
ID,1600177,Gem Prep: Pocatello LLC,0
ID,1600178,Peace Valley Charter School Inc.,1
ID,1600179,Gem Prep: Meridian LLC,7
ID,1600180,Basin School District,8
ID,1600181,Future Public School Inc.,11
ID,1600182,Project Impact Stem Academy Inc.,0
ID,1600183,Pathways In Education - Nampa Inc.,0
ID,1600184,Hayden Canyon Charter School,0
ID,1600186,Fern-Waters Public Charter School Inc.,0
ID,1600188,Treasure Valley Classical Academy Inc.,0
ID,1600189,Elevate Academy Inc.,7
ID,1600190,Forge International LLC,2
ID,1600191,Mosaics Public School,1
ID,1600192,Island Park Charter School,0
ID,1600194,Thomas Jefferson Charter School Inc.,11
ID,1600195,"Anser of Idaho, Inc.",8
ID,1600197,Doral Academy of Idaho,10
ID,1600198,Pinecrest Academy of Idaho,0
ID,1600240,Bear Lake County District,0
ID,1600270,Blackfoot District,2
ID,1600300,Blaine County District,10
ID,1600330,Bliss Joint District,0
ID,1600360,Boise Independent District,7
ID,1600420,Boundary County District,1
ID,1600450,Bruneau-Grand View Joint School District,0
ID,1600480,Buhl Joint District,5
ID,1600490,Butte County Joint District,0
ID,1600510,Caldwell District,10
ID,1600540,Camas County District,0
ID,1600570,Cambridge Joint District,0
ID,1600600,Vallivue School District,10
ID,1600630,Cascade District,0
ID,1600660,Cassia County Joint District,10
ID,1600690,Castleford District,0
ID,1600720,Challis Joint District,0
ID,1600750,Clark County District,0
ID,1600780,Coeur DAlene District,6
ID,1600810,Cottonwood Joint District,0
ID,1600815,Plummer-Worley Joint District,0
ID,1600840,Council District,0
ID,1600870,Culdesac Joint District,0
ID,1600900,Dietrich District,0
ID,1600930,Bonneville Joint District,0
ID,1600960,Preston Joint District,0
ID,1601020,Emmett Independent District,7
ID,1601050,Filer District,10
ID,1601080,Firth District,0
ID,1601110,Fremont County Joint District,0
ID,1601140,Fruitland District,8
ID,1601170,Garden Valley District,0
ID,1601200,Genesee Joint District,0
ID,1601230,Glenns Ferry Joint District,3
ID,1601260,Gooding Joint District,0
ID,1601290,Grace Joint District,0
ID,1601380,Hagerman Joint District,0
ID,1601410,Hansen District,0
ID,1601440,Highland Joint District,0
ID,1601470,Homedale Joint District,0
ID,1601500,Horseshoe Bend School District,0
ID,1601530,Idaho Falls District,7
ID,1601570,Jefferson County Joint District,5
ID,1601590,Jerome Joint District,4
ID,1601620,Kamiah Joint District,0
ID,1601650,Kellogg Joint District,4
ID,1601680,Kendrick Joint District,0
ID,1601710,Kimberly District,7
ID,1601740,Kootenai District,0
ID,1601770,Kuna Joint District,3
ID,1601800,Lakeland District,0
ID,1601830,Lapwai District,6
ID,1601860,Lewiston Independent District,0
ID,1601900,Mackay Joint District,1
ID,1601920,Madison District,0
ID,1601950,Marsh Valley Joint District,0
ID,1601980,Marsing Joint District,0
ID,1602030,McCall-Donnelly Joint School District,9
ID,1602060,Meadows Valley District,0
ID,1602070,Melba Joint District,0
ID,1602100,West Ada (Joint School District No. 2),2
ID,1602130,Middleton District,2
ID,1602160,Midvale District,0
ID,1602190,Minidoka County Joint District,0
ID,1602220,Moscow District,9
ID,1602250,Mountain Home District,7
ID,1602280,Mullan District,0
ID,1602310,Murtaugh Joint District,0
ID,1602340,Nampa School District,5
ID,1602370,New Plymouth District,0
ID,1602400,Nezperce Joint District,0
ID,1602430,North Gem District,0
ID,1602460,Notus District,7
ID,1602490,Oneida County District,0
ID,1602520,Orofino Joint District,0
ID,1602550,Parma District,0
ID,1602580,Payette Joint District,0
ID,1602610,Pleasant Valley Elementary District,0
ID,1602640,Pocatello District,0
ID,1602670,Post Falls District,6
ID,1602700,Potlatch District,5
ID,1602730,Prairie Elementary District,0
ID,1602760,Richfield District,0
ID,1602790,Ririe Joint District,4
ID,1602820,Rockland District,0
ID,1602850,Salmon District,0
ID,1602910,Shelley Joint District,0
ID,1602940,Shoshone Joint District,0
ID,1602970,Snake River District,0
ID,1603000,Soda Springs Joint District,0
ID,1603030,South Lemhi District,0
ID,1603060,St Maries Joint District,10
ID,1603090,Sugar-Salem Joint District,0
ID,1603120,Swan Valley Elementary District,4
ID,1603180,Teton County District,1
ID,1603210,Three Creek Joint Elementary District,0
ID,1603240,Twin Falls District,5
ID,1603270,Valley District,0
ID,1603300,Wallace District,5
ID,1603330,Weiser District,5
ID,1603360,Wendell District,0
ID,1603400,West Jefferson District,1
ID,1603420,West Side Joint District,0
ID,1603480,Wilder District,0
IL,1700001,River Ridge CUSD 210,4
IL,1700002,Casey-Westfield CUSD 4C,0
IL,1700003,Blue Ridge CUSD 18,8
IL,1700004,Norris City-Omaha-Enfield CUSD 3,3
IL,1700005,Prairie Central CUSD 8,3
IL,1700007,Eastland CUSD 308,0
IL,1700009,Pinckneyville SD 50,1
IL,1700010,Beach Park CCSD 3,9
IL,1700014,Goreville CUD 1,0
IL,1700015,Joppa-Maple Grove UD 38,5
IL,1700041,Gibson City-Melvin-Sibley CUSD 5,10
IL,1700044,Farmington Central CUSD 265,8
IL,1700045,Gallatin CUSD 7,3
IL,1700065,Saunemin CCSD 438,2
IL,1700077,Marengo-Union E Cons D 165,0
IL,1700092,Georgetown-Ridge Farm CUD 4,9
IL,1700099,ISU  Laboratory Schools,0
IL,1700102,Brussels CUSD 42,4
IL,1700103,New Holland-Middletown ED 88,2
IL,1700105,A-C Central CUSD 262,1
IL,1700106,Heritage CUSD 8,10
IL,1700109,Ridgeview CUSD 19,2
IL,1700110,North Chicago SD 187,11
IL,1700112,Streator ESD 44,10
IL,1700113,Illini Central CUSD 189,6
IL,1700114,South Central CUD 401,1
IL,1700115,Henry-Senachwine CUSD 5,5
IL,1700119,North Shore SD 112,7
IL,1700120,Lostant CUSD 425,1
IL,1700122,Shiloh CUSD 1,6
IL,1700123,Meridian CUSD 15,8
IL,1700125,Bureau Valley CUSD 340,5
IL,1700126,Midland CUSD 7,0
IL,1700153,Lewistown CUSD 97,0
IL,1700176,Cowden-Herrick CUSD 3A,0
IL,1700217,Christopher USD 99,10
IL,1700218,Prairie Crossing Charter School,9
IL,1700222,Nippersink SD 2,8
IL,1700223,Okaw Valley CUSD 302,5
IL,1700310,West Carroll CUSD 314,1
IL,1700314,West Prairie CUSD 103,5
IL,1700319,West Central CUSD 235,8
IL,1700320,Monmouth-Roseville CUSD 238,8
IL,1700321,United CUSD 304,0
IL,1700323,Crescent Iroquois CUSD 249,4
IL,1700324,Sangamon Valley CUSD 9,9
IL,1700326,El Paso-Gridley CUSD 11,1
IL,1700330,Prairieview-Ogden CCSD 197,8
IL,1700332,Schuyler-Industry CUSD 5,7
IL,1701381,La Harpe CSD 347,2
IL,1701382,Thompsonville CUSD 174,7
IL,1701384,Illini West H S Dist 307,5
IL,1701385,Carthage ESD 317,3
IL,1701387,Western CUSD 12,2
IL,1701388,Dallas ESD 327,2
IL,1701390,Flanagan-Cornell Dist 74,0
IL,1701395,Mercer County School District 404,4
IL,1701397,Paris Cooperative High School,0
IL,1701400,Southland College Prep Charter High School,10
IL,1701403,North Mac CUSD 34,6
IL,1701404,Odin PSD 722,8
IL,1701410,Horizon Science Acad-McKinley Park Charter Sch,10
IL,1701411,East Coloma - Nelson CESD 20,3
IL,1701412,Horizon Science Acad-Belmont Charter Sch,10
IL,1701413,Abingdon-Avon CUSD 276,7
IL,1701415,John C Dunham STEM Partnership School,10
IL,1701416,Milford Area Public Schools District 124,1
IL,1701417,Bluford Unit School District 318,0
IL,1701418,Salt Fork Community Unit District  512,4
IL,1701419,Spring Garden Community Consolidated School District 178,2
IL,1701422,Woodlawn Unit School District 209,3
IL,1701423,LEARN Charter 9 Campus in Waukegan,11
IL,1701424,Betty Shabazz  International Charter School,11
IL,1701426,ACE Amandla Charter School,8
IL,1701431,Bronzeville Academy Chtr School,10
IL,1701433,Bismarck Henning Rossville Alvin Cooperative High School,9
IL,1701434,Dimmick Community Consolidated SD #175,1
IL,1701435,Elgin Math and Science Academy Charter School,11
IL,1701436,Urban Prep West Charter School,6
IL,1701438,Intrinsic 2 Charter High School,10
IL,1703150,Addison SD 4,9
IL,1703210,Akin CCSD 91,1
IL,1703270,Albers SD 63,2
IL,1703300,Alden Hebron SD 19,10
IL,1703420,Allen-Otter Creek CCSD 65,4
IL,1703450,Allendale CCSD 17,6
IL,1703480,Alsip-Hazlgrn-Oaklwn SD 126,10
IL,1703510,Altamont CUSD 10,1
IL,1703600,Alton CUSD 11,6
IL,1703660,AlWood CUSD 225,2
IL,1703690,Amboy CUSD 272,2
IL,1703750,Anna CCSD 37,10
IL,1703780,Anna Jonesboro CHSD 81,10
IL,1703810,Annawan CUSD 226,2
IL,1703840,Antioch CCSD 34,9
IL,1703870,CHSD 117,10
IL,1703900,Aptakisic-Tripp CCSD 102,10
IL,1703930,Arbor Park SD 145,10
IL,1703960,Arcola CUSD 306,0
IL,1703990,Argenta-Oreana CUSD 1,7
IL,1704020,Argo CHSD 217,10
IL,1704050,Summit SD 104,10
IL,1704140,Arlington Heights SD 25,0
IL,1704170,Township HSD 214,6
IL,1704200,Armstrong-Ellis Cons SD 61,0
IL,1704230,Armstrong Twp HSD 225,4
IL,1704260,Arthur CUSD 305,0
IL,1704340,Ashley CCSD 15,10
IL,1704380,Ashton-Franklin Center CUSD 275,0
IL,1704440,Astoria CUSD 1,2
IL,1704470,Athens CUSD 213,9
IL,1704560,Atwood Heights SD 125,9
IL,1704620,Auburn CUSD 10,5
IL,1704680,Aurora East USD 131,11
IL,1704710,Aurora West USD 129,9
IL,1704740,Aviston SD 21,2
IL,1704770,Central CHSD 71,0
IL,1704800,Avoca SD 37,8
IL,1704920,Ball Chatham CUSD 5,8
IL,1704950,Bannockburn SD 106,6
IL,1705050,Barrington CUSD 220,8
IL,1705160,Bartelso SD 57,2
IL,1705190,Bartonville SD 66,3
IL,1705220,Batavia USD 101,6
IL,1705310,Beardstown CUSD 15,10
IL,1705430,Beecher CUSD 200U,0
IL,1705460,Beecher City CUSD 20,1
IL,1705466,Marseilles ESD 150,3
IL,1705570,Opdyke-Belle-Rive CCSD 5,2
IL,1705580,Belle Valley SD 119,3
IL,1705610,Belleville SD 118,7
IL,1705640,Belleville Twp HSD 201,10
IL,1705760,Bellwood SD 88,10
IL,1705790,Belvidere CUSD 100,9
IL,1705820,Bement CUSD 5,5
IL,1705880,Benjamin SD 25,8
IL,1705910,Bensenville SD 2,10
IL,1705950,Benton CCSD 47,9
IL,1705970,Benton Cons HSD 103,10
IL,1706000,Berkeley SD 87,11
IL,1706060,Berwyn North SD 98,6
IL,1706090,Berwyn South SD 100,11
IL,1706120,Bethalto CUSD 8,10
IL,1706180,Bethel SD 82,10
IL,1706270,Big Hollow SD 38,3
IL,1706390,Bismarck Henning CUSD,6
IL,1706420,Bloom Twp HSD 206,10
IL,1706450,Bloomingdale SD 13,0
IL,1706480,Bloomington SD 87,10
IL,1706510,Cook County SD 130,11
IL,1706540,CHSD 218,10
IL,1706600,Scott-Morgan CUSD 2,3
IL,1706750,Bourbonnais SD 53,2
IL,1706840,Braceville SD 75,0
IL,1706880,Bradford CUSD 1,0
IL,1706930,Bradley SD 61,0
IL,1706960,Bradley Bourbonnais CHSD 307,0
IL,1707010,Breese ESD 12,6
IL,1707050,Bremen CHSD 228,10
IL,1707170,Indian Springs SD 109,9
IL,1707200,Brimfield CUSD 309,3
IL,1707290,Lemont-Bromberek CSD 113A,7
IL,1707320,Brookfield Lagrange Park SD 95,10
IL,1707440,Brownstown CUSD 201,6
IL,1707650,Paxton-Buckley-Loda CUD 10,2
IL,1707740,Buncombe Cons SD 43,0
IL,1707770,Bunker Hill CUSD 8,7
IL,1707830,Central CUSD 301,10
IL,1707860,Burnham SD 154-5,10
IL,1707950,Bushnell Prairie City CUSD 170,6
IL,1707980,Butler SD 53,3
IL,1708010,Byron CUSD 226,3
IL,1708040,Cahokia CUSD 187,9
IL,1708070,Cairo USD 1,10
IL,1708100,Lincoln ESD 156,10
IL,1708130,Calumet Public SD 132,11
IL,1708160,Cambridge CUSD 227,0
IL,1708220,Central CUSD 3,0
IL,1708250,Trico CUSD 176,8
IL,1708280,Canton Union SD 66,8
IL,1708310,Carbon Cliff-Barstow SD 36,8
IL,1708340,Carbondale ESD 95,10
IL,1708370,Carbondale CHSD 165,0
IL,1708400,Cons HSD 230,10
IL,1708430,Carlinville CUSD 1,3
IL,1708460,Carlyle CUSD 1,1
IL,1708500,Carmi-White County CUSD 5,1
IL,1708550,CUSD 300,9
IL,1708580,Carrier Mills-Stonefort CUSD 2,8
IL,1708610,Carrollton CUSD 1,2
IL,1708640,Carterville CUSD 5,0
IL,1708730,Cary CCSD 26,9
IL,1708790,Cass SD 63,7
IL,1708970,Center Cass SD 66,0
IL,1709100,Central A & M CUD 21,6
IL,1709150,Central SD 51,6
IL,1709170,Central SD 104,5
IL,1709180,Central City SD 133,8
IL,1709210,Lockport SD 91,11
IL,1709270,Centralia SD 135,11
IL,1709300,Centralia HSD 200,10
IL,1709330,Cerro Gordo CUSD 100,0
IL,1709400,Chadwick-Milledgeville CUSD 399,3
IL,1709420,Champaign CUSD 4,10
IL,1709510,Chaney-Monge SD 88,8
IL,1709540,Channahon SD 17,0
IL,1709600,Charleston CUSD 1,4
IL,1709810,Chester CUSD 139,0
IL,1709850,Chester-East Lincoln CCSD 61,2
IL,1709930,City of Chicago SD 299,11
IL,1709960,Chicago Heights SD 170,7
IL,1709990,Chicago Ridge SD 127-5,11
IL,1710200,Cicero SD 99,11
IL,1710240,North Wayne CUSD 200,2
IL,1710290,Cissna Park CUSD 6,3
IL,1710340,Clay City CUSD 10,0
IL,1710380,Skokie SD 73-5,11
IL,1710410,Central CUSD 4,3
IL,1710440,Clinton CUSD 15,2
IL,1710470,CCSD 93,10
IL,1710530,Coal City CUSD 1,8
IL,1710570,Cobden SUD 17,5
IL,1710650,Collinsville CUSD 10,10
IL,1710690,Colona SD 190,10
IL,1710740,Columbia CUSD 4,7
IL,1710790,Hamilton Co CUSD 10,0
IL,1710800,Oakwood CUSD 76,10
IL,1710820,Westville CUSD 2,6
IL,1710830,Triopia CUSD 27,0
IL,1710860,Cornell CCSD 426,5
IL,1710950,Ford Heights SD 169,0
IL,1710980,Coulterville USD 1,0
IL,1711010,Country Club Hills SD 160,11
IL,1711100,Crab Orchard CUSD 3,10
IL,1711220,Creston CCSD 161,0
IL,1711250,Crete Monee CUSD 201U,11
IL,1711290,Creve Coeur SD 76,8
IL,1711350,Crystal Lake CCSD 47,0
IL,1711370,CHSD 155,10
IL,1711400,CUSD 3 Fulton County,6
IL,1711520,Cypress SD 64,0
IL,1711610,Dakota CUSD 201,3
IL,1711700,Dalzell SD 98,1
IL,1711730,Damiansville SD 62,2
IL,1711790,Danville CCSD 118,9
IL,1711850,Decatur SD 61,10
IL,1711880,Deer Creek-Mackinaw CUSD 701,2
IL,1711910,Deer Park CCSD 82,8
IL,1711980,Deerfield SD 109,8
IL,1712000,DeKalb CUSD 428,10
IL,1712030,Deland-Weldon CUSD 57,4
IL,1712060,Delavan CUSD 703,0
IL,1712090,DePue USD 103,10
IL,1712120,CCSD 62,5
IL,1712150,DeSoto Cons SD 86,1
IL,1712210,Diamond Lake SD 76,9
IL,1712240,Dieterich CUSD 30,0
IL,1712330,Dixon USD 170,9
IL,1712420,Dolton SD 149,11
IL,1712450,Dolton SD 148,10
IL,1712480,Dongola USD 66,6
IL,1712510,Donovan CUSD 3,1
IL,1712540,Downers Grove GSD 58,10
IL,1712570,CHSD 99,10
IL,1712700,Dunlap CUSD 323,0
IL,1712720,Dupo CUSD 196,6
IL,1712760,Du Quoin CUSD 300,8
IL,1712810,Durand CUSD 322,4
IL,1712840,Dwight Common SD 232,2
IL,1712870,Dwight Twp HSD 230,6
IL,1712930,Earlville CUSD 9,8
IL,1712960,East Alton SD 13,6
IL,1712990,East Alton-Wood River CHSD 14,10
IL,1713050,East Dubuque USD 119,6
IL,1713140,East Maine SD 63,11
IL,1713170,East Moline SD 37,10
IL,1713230,East Peoria CHSD 309,6
IL,1713240,East Peoria SD 86,2
IL,1713260,East Prairie SD 73,11
IL,1713290,Richland County CUSD 1,2
IL,1713320,East St Louis SD 189,11
IL,1713370,Edgar County CUD 6,0
IL,1713410,Edinburg CUSD 4,6
IL,1713440,Lindop SD 92,10
IL,1713500,Edwards County CUSD 1,3
IL,1713530,Edwardsville CUSD 7,6
IL,1713560,Effingham CUSD 40,0
IL,1713590,Egyptian CUSD 5,10
IL,1713660,Eldorado CUSD 4,0
IL,1713710,SD U-46,9
IL,1713770,Comm Cons SD 59,10
IL,1713860,Elverado CUSD 196,4
IL,1713920,Tri Valley CUSD 3,6
IL,1713940,DuPage HSD 88,10
IL,1713970,Elmhurst SD 205,6
IL,1714050,Elmwood CUSD 322,1
IL,1714100,Elmwood Park CUSD 401,11
IL,1714160,Elwood CCSD 203,9
IL,1714220,Harmony Emge SD 175,5
IL,1714250,Emmons SD 33,9
IL,1714350,Erie CUSD 1,0
IL,1714410,Eswood CCSD 269,4
IL,1714430,Eureka CUD 140,0
IL,1714460,Evanston CCSD 65,10
IL,1714490,Evanston Twp HSD 202,10
IL,1714550,Evergreen Park ESD 124,7
IL,1714580,Evergreen Park CHSD 231,10
IL,1714640,Ewing Northern CCSD 115,1
IL,1714710,Fairfield PSD 112,0
IL,1714760,Fairmont SD 89,9
IL,1714820,Fairview SD 72,5
IL,1714940,Farrington CCSD 99,2
IL,1715030,Fenton CHSD 100,10
IL,1715090,Field CCSD 3,3
IL,1715100,Fieldcrest CUSD 6,4
IL,1715180,Fisher CUSD 1,7
IL,1715400,Flora CUSD 35,1
IL,1715420,Flossmoor SD 161,10
IL,1715450,Forest Park SD 91,11
IL,1715480,Forest Ridge SD 142,9
IL,1715490,Forrestville Valley CUSD 221,0
IL,1715630,Fox Lake GSD 114,5
IL,1715660,Fox River Grove Cons SD 3,8
IL,1715700,Frankfort CCSD 157C,1
IL,1715750,Franklin CUSD 1,7
IL,1715780,Franklin Park SD 84,8
IL,1715820,Freeburg CCSD 70,10
IL,1715840,Freeburg CHSD 77,10
IL,1715880,Serena CUSD 2,5
IL,1715900,Freeport SD 145,7
IL,1715930,Fremont SD 79,10
IL,1716020,Galatia CUSD 1,7
IL,1716050,Galena USD 120,0
IL,1716080,Galesburg CUSD 205,8
IL,1716140,Galva CUSD 224,0
IL,1716230,Gardner CCSD 72C,2
IL,1716260,Gardner S Wilmington Twp HSD 73,5
IL,1716290,Gavin SD 37,6
IL,1716320,Geff CCSD 14,1
IL,1716350,Geneseo CUSD 228,10
IL,1716380,Geneva CUSD 304,7
IL,1716410,Genoa Kingston CUSD 424,8
IL,1716530,Germantown SD 60,3
IL,1716560,Germantown Hills SD 69,5
IL,1716590,Giant City CCSD 130,0
IL,1716650,Gifford CCSD 188,1
IL,1716680,Gillespie CUSD 7,6
IL,1716800,Glen Ellyn SD 41,7
IL,1716830,Glenbard Twp HSD 87,10
IL,1716860,Glencoe SD 35,8
IL,1716920,Glenview CCSD 34,8
IL,1716950,Brookwood SD 167,10
IL,1717040,Woodridge SD 68,6
IL,1717160,Gower SD 62,2
IL,1717190,Grand Prairie CCSD 6,10
IL,1717220,Grand Ridge CCSD 95,0
IL,1717280,Granite City CUSD 9,10
IL,1717310,Grant CCSD 110,4
IL,1717340,Grant CHSD 124,10
IL,1717370,Grant Park CUSD 6,4
IL,1717490,Grass Lake SD 36,5
IL,1717520,Grayslake CCSD 46,9
IL,1717550,Grayslake CHSD 127,10
IL,1717580,Grayville CUSD 1,3
IL,1717670,Greenfield CUSD 10,2
IL,1717700,Greenview CUSD 200,0
IL,1717730,Bond County CUSD 2,5
IL,1717790,Griggsville-Perry CUSD 4,3
IL,1717800,Gurnee SD 56,11
IL,1717850,Northbrook ESD 27,9
IL,1718030,Hall HSD 502,9
IL,1718060,Hamilton CCSD 328,8
IL,1718090,Hampton SD 29,10
IL,1718180,Calhoun CUSD 40,4
IL,1718200,Hardin County CUSD 1,8
IL,1718240,Harlem UD 122,3
IL,1718270,Harrisburg CUSD 3,1
IL,1718360,Harrison SD 36,3
IL,1718390,Hartsburg Emden CUSD 21,1
IL,1718420,Harvard CUSD 50,8
IL,1718450,Harvey SD 152,10
IL,1718480,W Harvey-Dixmoor PSD 147,10
IL,1718510,Havana CUSD 126,1
IL,1718570,Hawthorn CCSD 73,9
IL,1718600,Hazel Crest SD 152-5,9
IL,1718810,Herrin CUSD 4,10
IL,1718840,Herscher CUSD 2,4
IL,1718870,Heyworth CUSD 4,3
IL,1718960,High Mount SD 116,3
IL,1718990,Highland CUSD 5,0
IL,1719080,Twp HSD 113,7
IL,1719110,LaGrange Highlands SD 106,0
IL,1719200,Hillsboro CUSD 3,0
IL,1719230,Hillside SD 93,10
IL,1719260,Hinckley Big Rock CUSD 429,9
IL,1719290,Hinsdale CCSD 181,1
IL,1719320,Hinsdale Twp HSD 86,9
IL,1719420,Hollis Cons SD 328,2
IL,1719500,Homer CCSD 33C,8
IL,1719530,Homewood SD 153,7
IL,1719560,Homewood Flossmoor CHSD 233,10
IL,1719620,Hononegah CHD 207,10
IL,1719660,Hoopeston Area CUSD 11,6
IL,1719680,Hoover-Schrum Memorial SD 157,6
IL,1719830,Huntley Community School District 158,8
IL,1719920,Hutsonville CUSD 1,2
IL,1719960,Illini Bluffs CUSD 327,1
IL,1719970,Il Valley Central USD 321,0
